web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749900-604","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""It's about trying to place Cam the cricketer in the best position he can be to have the career that he's hoping for. He's young, so I'm sure he'll be right in the long run.""","",""
"1728749900-605","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","Cummins' management of his own workload means the 31-year-old is hoping he can continue to captain Australia for longer than originally intended, having set 2025 as his intended cut-off when he was handed the role three years ago.","",""
"1728749900-606","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""Maybe I can go a little bit longer than I first thought,"" he said. ""I feel like I can manage a lot more than what I did back then, just by getting better at it and having some wonderful people around that help as well.","",""
"1728749900-607","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","""I'm not going to do it forever, but I wouldn't say it's imminent that I'm going to step away. (2027) is the big question, but it's a long way away.""","",""
"1728749900-608","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","","https://tds-images.thedailystar.net/sites/default/files/styles/big_202/public/images/2024/01/02/cummins.jpg",""
"1728749900-609","https://www.thedailystar.net/sports","India series always attritional, says Australia captain Cummins","https://www.thedailystar.net/sports/cricket/news/india-series-always-attritional-says-australia-captain-cummins-3725771","","","","Cricket"
"1728749903-610","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","Tigresses hope to play to ‘potential’ in last World Cup fixture","","",""
"1728749903-611","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","Bangladesh women's cricket team will hope to play to their potential in order to finish their ongoing ICC Women's T20 World Cup campaign on a high note when they take on South Africa in their last Group B match at the Dubai International Cricket Stadium today.","",""
"1728749903-612","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","The match is scheduled to start at 08:00 pm (Bangladesh time) and will be telecast live on Nagorik TV.","",""
"1728749903-613","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","The Tigresses' chance of going beyond the group stage is all but over after they lost back-to-back matches against West Indies and England despite making a winning start in the meet against Scotland.","",""
"1728749903-614","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","They are currently placed fourth in the five-team group with West Indies, South Africa and England on four points each and have much superior net run-rate compared to Bangladesh.","",""
"1728749903-615","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","""It's all about just going out there and have confidence, just play to your potential. So, we know there are certain things that we can't control, but we can control our own game and play to our potential,"" Bangladesh head coach Hashan Tillakaratne said ahead of the match.","",""
"1728749903-616","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","Before the start of the tournament, concerns were raised about the batting department and their performance validated it as they failed to cross 120-run mark in any of their three innings. Along with that, catching has been below-par for the Tigresses as they dropped nine catches in three innings.","",""
"1728749903-617","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","""Well, batting is a bit of a concern. We have worked like you know dot ball percentages. So still we are yet to achieve those targets and today [Thursday] also we played 57 dots. Against England, we played down 63. So, we need to improve on those areas,"" said the former Sri Lankan batter.","",""
"1728749903-618","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","""Our fielding has been below par. All three games we dropped about nine catches. So, we need to improve on that, especially you can't hide yourself especially in a tournament like this, World Cup. It's a concern for all of us,"" he said, adding that he is hopeful that skipper Nigar Sultana Joty, who seen hobbling on the ground in the last match, will be available against South Africa.","",""
"1728749903-619","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","Bangladesh, who previously played 14 WT20Is against their South African counterparts, won two games and lost 11 matches with one match ending in no-result.","",""
"1728749903-620","https://www.thedailystar.net/sports","Tigresses hope to play to ‘potential’ in last World Cup fixture","https://www.thedailystar.net/sports/cricket/news/tigresses-hope-play-potential-last-world-cup-fixture-3725431","","","","Cricket"
"1728749905-621","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","Tigers play for pride in Riyad’s swansong","","",""
"1728749905-622","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","Mahmudullah Riyad, the last of Bangladesh's long-serving five pillars still active in T20Is, will bid adieu to the format today as Bangladesh look to restore some pride against India in the third and final T20I at the Rajiv Gandhi International Stadium in Hyderabad.","",""
"1728749905-623","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","Mahmudullah, who began his 17-year-long T20I career against Kenya in Nairobi way back in 2007, had announced he will be quitting the format after the series ahead of the second T20I in Delhi.","",""
"1728749905-624","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","His announcement, however, did not spur any inspirational performance from his teammates as the Tigers lost the second T20I by 86 runs and also conceded the series 2-0 after losing the opener by seven wickets in Gwalior.","",""
"1728749905-625","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","It was Mahmudullah, as he has done many times in his career, who saved Bangladesh from even more embarrassment in the second game. His 39-ball 41-run knock, even though was not what the match demanded during a chase of a mammoth 222-run target, helped Bangladesh avoid the utter humiliation of getting bundled out.","",""
"1728749905-626","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","After the debilitating defeats in the first two matches, chances of a quick turnaround seem very slim, but if the Tigers can pull it off, that would be a grand sendoff for one of their best ever in the format.","",""
"1728749905-627","https://www.thedailystar.net/sports","Tigers play for pride in Riyad’s swansong","https://www.thedailystar.net/sports/cricket/news/tigers-play-pride-riyads-swansong-3725481","","The 38-year-old has the most number of T20I appearances (140) for Bangladesh and has also led the side in 43 T20Is, more than anyone else. He is the second highest run-scorer in the format with 2436 runs, 115 runs fewer than Shakib Al Hasan, who also announced his retirement from T20Is in this tour before the Kanpur Test.","",""
